Country,Continent,Rank,Title,Artists,Album,Explicit,Duration,Democracy_Index,Lyrics
Finland,Europe,26,Tuhansien Lärvien Maa,Petri Nygård,Tuhansien Lärvien Maa,0,2:37,0.808,"Seisoo peltojen vierillä lahot vajat
Niissä kylähullut, mielensä pahottajat
Siansilmät ja maantieharmaa tukka
Se on suomalaine jos et arvannukkaa
Bussipysäkillä aina tilaa viis metrii
Mut turvaväli liikenteessä vittu siis metri
Kansalaiset ahkerat ja tuottavaiset
Ei parempia oo ne vitun ruottalaiset
Ku viikko on pulkkaan painettu
Ja hanskat on naulaan laitettu
Silloin kunnolla ottaa saa
Tää on tuhansien lärvien maa
Mut torilla on ennenki painittu
Ja kun suomi on jälleen mainittu
Sillon kunnolla ottaa saa
Tää on tuhansien lärvien maa
Tuhansien lärvien maa
Tuhansien lärvien maa
Meil on porot, havumettät, jäkäläiset
Kebabbi pizza, ruuan täkäläiset
Laiturilla kossua, pikku näkäräiset
Vaikka syö hyttyset ja vittu mäkäräiset
Jos ei olla hiljaa niin puhutaan säistä
""Juu, että taas on pimeetä ja jäistä""
Sisulla saatana periksi ei annettu
Ennenku oli eukko maaliin kannettu
Ku viikko on pulkkaan painettu
Ja hanskat on naulaan laitettu
Silloin kunnolla ottaa saa
Tää on tuhansien lärvien maa
Mut torilla on ennenki painittu
Ja kun suomi on jälleen mainittu
Sillon kunnolla ottaa saa
Tää on tuhansien lärvien maa
Tuhansien lärvien maa
Tuhansien lärvien maa
On loskassa ämpäreitä jonotettu
Humalassa sodittu ja soudettu
Haetaan arkeen pala taivasta
Thaimaasta tai ruottinlaivasta
Ei lääkäriin lähetä joka vaivasta
Ne parantaa sauna, vihta tai vasta
Nettiin mökki ja suo kuvat ladataan
Torilla tavataan kuohuvat avataan
Tuhansien lärvien maa, kippis
Tuhansien lärvien maa
(Hei Rafael, ota sääki)
Tuhansien lärvien maa
Tää on tuhansien lärvien maa"
Finland,Europe,27,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43,0.808,
Finland,Europe,28,"Parempi yksin - Recorded At Spotify Studios, Stockholm",Pyhimys,Spotify Singles,0,3:02,0.808,
Finland,Europe,29,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48,0.808,
Finland,Europe,30,In Your Eyes,The Weeknd,After Hours,1,3:57,0.808,
Finland,Europe,31,Valonsäteet,Vesta,Valonsäteet,0,3:49,0.808,"Aamuaurinkoon
Sieraimet auki vedän ineen hajuja
Tän kaupungin makusii
Säähän sopivii hiukkasii

Oi asettuispa minuun
Valonsäteet asumaan
Pyyhkisi sisimmästäni pimeän
Oi asettuispa minuun
Valonsäteet asumaan
Pyyhkisi sisimmästäni pimeän

Vaakalaudalla oon
Mut vieraille auki pidän ovia
Me vaihdetaan hymyjä
Mä otan sun sä saat mun suun

Oi asettuispa sinuun
Valonsäteet asumaan
Jos se sopii sulle, se sopii mulle myös
Oi asettuispa sinuun
Valonsäteet asumaan
Jos se sopii sulle, se sopii mulle
Sopii mulle
Aah..

Ilta-ahdinkoon
Sieraimet auki
Vedän ineen mitä vaan
Tän kaupungin makusii
Tarjonnast riippuvii hiukkasii

Oi asettuispa minuun
Valonsäteet asumaan
Vaakalaudalla oon
Vierailtkin kaiken otan mitä saan
Me vaihdetaan hymyjä
Mä otan sun sä saat mun suun
Oi asettuispa sinuun valonsäteet asumaan
Jos se sopii sulle, se sopii mulle
Sopii mulle
Aah.."
Finland,Europe,32,Komm Komm,Capital Bra,Komm Komm,0,2:40,0.808,
Finland,Europe,33,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07,0.808,
Finland,Europe,34,Hengitä,Tuure Boelius,Hengitä,0,2:40,0.808,"Hengitä syvään, keskity hyvään
Sun ei tarvi huolias kantaa enää
Puhalla ne ulos, päästä mut sisään
Lupaan ettei sun tarvii miettii mitään kun mua
Hengitä, hengitä
Anna kun mä kosken sua
Hengitä, hengitä

Hymyillen oot raatanu
Iteltäs liikaa vaatinu
Ja silti sä yrität kantaa
Olkapäilläsi minunkin tuskaa
Maailma on sekava, mut se ei sua pelota
Miten sä voit olla noin rohkee
Kun mä tiedän että suhunkin koskee

Nyt voit silmäsi sulkee
Antaa kellojen kulkee
Nyt on sun vuoro tuntee kuinka välitän

Hengitä syvään, keskity hyvään
Sun ei tarvi huolias kantaa enää
Puhalla ne ulos, päästä mut sisään
Lupaan ettei sun tarvii miettii mitään kun mua
Hengitä, hengitä
Anna kun mä kosken sua
Hengitä, hengitä

Tässä on avaruus
Sama vanha mut joku uus
Beibi mä tarjoon sulle suojaa
Kun sä vasten mun ihoani huokaat

Nyt voit silmäsi sulkee
Antaa kellojen kulkee
Nyt on sun vuoro tuntee kuinka välitän

Hengitä syvään, keskity hyvään
Sun ei tarvi huolias kantaa enää
Puhalla ne ulos, päästä mut sisään
Lupaan ettei sun tarvii miettii mitään kun mua
Hengitä, hengitä
Anna kun mä kosken sua
Hengitä, hengitä

Onhan sulla kesäkumei täällä
Hengitä, hengitä
Anna kun mä kosken sua
Pidetään tää hyvä meno päällä
Hengitä, hengitä"
Finland,Europe,35,Salt,Ava Max,Salt,0,3:00,0.808,
Finland,Europe,36,Teipillä tai rakkaudella,ABREU,Teipillä tai rakkaudella,0,3:15,0.808,"Isket aina mulle silmää
Kun jostain kuuluu Ricky Martin
Ja mä nauran
Ei oo sen jälkeen ollu tylsää
Ku sut tapasin ja päätin täs on kaikki
Mitä haluan

Sä oot ihan sekasin ku seinäkello
Ja niin oon mäkin

Me ollaan ne jotka aina
Vaik olis miten hiton vaikeeta
Tietää, että kaiken pystyy korjaamaan
Teipillä tai rakkaudella
Joo ja vaik me vielä tehään virheitä
Sit ku ollaan vanhoi mut ei viisaita
Riidellään viel rakkaudella

Sä voit nojata mua vasten
Sillonki ku haluaisin työntää sut pois
Ku sul on vaikeet
Ja vaikka lautasia lentää
Silti kuivaan mun kyyneleet sun paitaan
Ku mul on vaikeet

Mä oon ihan sekasin ku seinäkello
Ja niin oot säkin

Me ollaan ne jotka aina
Vaik olis miten hiton vaikeeta
Tietää että kaiken pystyy korjaamaan
Teipillä tai rakkaudella
Joo ja vaik me vielä tehään virheitä
Sit ku ollaan vanhoi mut ei viisaita
Riidellään viel rakkaudella

Teipillä tai rakkaudella
Teipillä tai rakkaudella

Rakas oot mun valoni mun voimaani
Ja ku suhun sattuu tuu mun syliin
Tuu mun hoivaani, pitelen sua
Pitelen sua
Rakas oot mun valoni mun voimaani
Ja ku suhun sattuu tuu mun syliin
Tuu mun hoivaani, pitelen sua
Pitelen sua

Me ollaan ne jotka aina
Vaik olis miten hiton vaikeeta
Tietää että kaiken pystyy korjaamaan
Teipillä tai rakkaudella
Joo ja vaik me vielä tehään virheitä
Sit ku ollaan vanhoi mut ei viisaita
Riidellään viel rakkaudella"
Finland,Europe,37,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19,0.808,
Finland,Europe,38,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29,0.808,
Finland,Europe,39,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59,0.808,
Finland,Europe,40,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53,0.808,
Finland,Europe,41,LA Money,ALMA,Have U Seen Her?,1,2:53,0.808,"Kiss you goodbye, don't start to cry
Got company
I gotta run, I gotta run
They are after me

It's not about you, ooh
It's not about you, ooh
It's about me
I'm wanted, baby
Most wanted, baby

All these bitches want something from me
Got me fucked up on LA money
Fake-ass fiction saying that they love me, oh
They don't even know who I am
They don't even know who I am
They don't even know who I am
They don't even know who I am

My famous friends forgot again
That everybody dies
What's happening is not what you see
All the pictures lie, yeah

It's not about you, ooh
It's not about you, ooh
It's about me
I'm wanted, baby
Most wanted, baby

All these bitches want something from me
Got me fucked up on LA money
Fake-ass fiction saying that they love me, oh
They don't even know who I am
They don't even know who I am
They don't even know who I am
They don't even know who I am

Look at us, young miracles
Got our faces on the billboards
Look at us, never going home
Yeah

All these bitches want something from me
Got me fucked up, got me fucked up, LA money
Fake-ass fiction saying that they love me, oh
They don't even know who I am
They don't even know who I am
They don't even know who I am
They don't even know who I am

All these bitches want something from me, yeah"
Finland,Europe,42,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56,0.808,
Finland,Europe,43,Herkku,"Seksikäs-Suklaa, Dosdela",Herkku,0,2:51,0.808,"Elämä maistuu
Aina sillon ku me hengataan
Mut sä mietit ihan liikaa
Mihin kaikkeen sua verrataan
Tiedän et sä leikit joskus vaikeasti tavoiteltavaa
Mut sanon vaan
Mä en tiedä mitään aidompaa

Beibi sä oot herkku
Herkku herkku
Herkku herkku
Herkku
Just tollasena oot
Herkku herkku
Herkku herkku
Herkku
En pysty sua vastustamaan
Beibi sä oot herkku
Herkku herkku
Herkku herkku
Herkku
Just tollasena oot herkku
Herkku herkku
Herkku herkku
En pysty sua vastustamaan

Aurinko paistaa
Ja sä oot niin kaunis
Sun kaa aion kesästä nauttii
Kesämekko pääl sä käännät päitä
Oi mikä ihana kesäpäivä
Pakkaa laukku et tarvi tänää passia
Oon sun Kanye oot mun Kim Kardashian
Sä oot kaikki mitä mä oon halunnu
Oot mun day one, mikää ei oo vieläkään vaihtunu

Elämä maistuu
Aina sillon ku me hengataan
Mut sä mietit ihan liikaa
Mihin kaikkeen sua verrataan
Tiedän et sä leikit joskus vaikeasti tavoiteltavaa
Mut sanon vaan
Mä en tiedä mitään aidompaa

Beibi sä oot herkku
Herkku herkku
Herkku herkku
Herkku
Just tollasena oot
Herkku herkku
Herkku herkku
Herkku
En pysty sua vastustamaan
Beibi sä oot herkku
Herkku herkku
Herkku herkku
Herkku
Just tollasena oot herkku
Herkku herkku
Herkku herkku
En pysty sua vastustamaan

Mulla on niin kuuma
Mä tarvin jotain mikä saa mut viilenemään
Pure mun huulta
Kun ajattelen sua tarvin sut mun elämään
Sul on kova kuori ulkoo, mut oot sisältä pehmee
En oo nähny sua kuumempaa hetkeen
Sun ydin alkaa häämöttää
Suklaasydän sykkii lämpöä

Elämä maistuu
Aina sillon ku me hengataan
Mut sä mietit ihan liikaa
Mihin kaikkeen sua verrataan
Tiedän et sä leikit joskus vaikeasti tavoiteltavaa
Mut sanon vaan
Mä en tiedä mitään aidompaa

Beibi sä oot herkku
Herkku herkku
Herkku herkku
Herkku
Just tollasena oot
Herkku herkku
Herkku herkku
Herkku
En pysty sua vastustamaan
Beibi sä oot herkku
Herkku herkku
Herkku herkku
Herkku
Just tollasena oot herkku
Herkku herkku
Herkku herkku
En pysty sua vastustamaan"
Finland,Europe,44,KYSYMYS (feat. Pyhimys),"Cledos, Pyhimys",KYSYMYS (feat. Pyhimys),0,2:42,0.808,"Vastaa yhteen kysymykseen
Miks sä teet näin mulle?
Eikö sulle riitä nyt se
Että sä oot mun kaa

Vastaa yhteen kysymykseen
Miks sä teet näin mulle?
Eikö sulle riitä nyt se
Että sä oot mun kaa
Vastaa yhteen kysymykseen
Miks sä teet näin mulle?
Eikö sulle riitä nyt se
Että sä oot mun kaa?
Voitko vastaa mun kysymykseen?
Mun kysymykseen?
Mun kysymykseen?
Voitko vastaa mun kysymykseen?
Mun kysymykseen?
Mun kysymykseen?

Kysyt onks mul enää välii?
On ja oot miettiny päivin
Mut en tuu sua ikin geimaa
On yks peli, jota en tuu hävii

Vastaa yhteen kysymykseen
Miks sä teet näin mulle?
Eikö sulle riitä nyt se
Että sä oot mun kaa
Vastaa yhteen kysymykseen
Miks sä teet näin mulle?
Eikö sulle riitä nyt se
Että sä oot mun kaa
Voitko vastaa mun kysymykseen?
Mun kysymykseen?
Mun kysymykseen?
Voitko vastaa mun kysymykseen?
Mun kysymykseen?
Mun kysymykseen?

Kysyt mult, oonks sulle tarpeeks?
Mä nään, et tää menny vaikeeks
Samat asiat toistuu taas vaihteeks
Turhaa pyytää mistää enää anteeks
Etkä sano mitään ääneen
Ja tää toistuu taas jälleen
Kysymyksii, mut ei vastaust
Ja sä sanot mulle tälleen

Voitko vastaa mun kysymykseen?
Se on sun menetykses
Jos oot aina yksin
Forever alone
Ja nii se tulee menee
Sä oot niiku se meme
Emojin silmis vedet
Hey baby, c'mon
Ootsä ottanu sun lääkkeet?
Ei tos oo mitää järkee
Iha niiku eilen, uudestaan tänään teet
Mut sä toistat sitä jälleen

Vastaa yhteen kysymykseen
Miks sä teet näin mulle?
Eikö sulle riitä nyt se
Että sä oot mun kaa
Vastaa yhteen kysymykseen
Miks sä teet näin mulle?
Eikö sulle riitä nyt se
Että sä oot mun kaa

Vastaa yhteen kysymykseen
Miks sä teet näin mulle?
Eikö sulle riitä nyt se
Että sä oot mun kaa"
Finland,Europe,45,Cicciolina,Erika Vikman,Cicciolina,0,2:58,0.808,"Turha opettaa mua
Ristiin jalkojani laittaa
Synnyin syntiseksi
Sori jos se sua haittaa

Kun jotain haluaa, se
Pitää sanoo ääneen
Kuultavan valkoisessa
Jonon ohi pääsee

En kaipaa rakkautta
Vaan kunnon kosketusta
Ota musta tiukasti kii!

Kun joku kaunis päivä luoksesi saavun
Ei auta vaikka pukis nunnakaavun
Tai vuoksein itkis koko Argentiina
Jos on elänyt kuin Cicciolina
Nautinnon puolesta päähän nostan seppeleen
Ja halutessani meet mun eessä polvilleen
Maailman nähdä voi niin kauniina
Jos on elänyt kuin Cicciolina

Hyväilen nalleani
Mulla rakkautta riittää
Joo, sytyn huomiosta
Mun ei tarvii sitä peittää

Kaunista on olla vapaa sekä rietas
Liian moni tääl on itselleenkin vieras

En tarvii sormuksia
Pinkkejä unelmia
Ota musta tiukasti kii!

Kun joku kaunis päivä luoksesi saavun
Ei auta vaikka pukis nunnakaavun
Tai vuoksein itkis koko Argentiina
Jos on elänyt kuin Cicciolina
Nautinnon puolesta päähän nostan seppeleen
Ja halutessani meet mun eessä polvilleen
Maailman nähdä voi niin kauniina
Jos on elänyt kuin Cicciolina

Kun löytyy valuuttaa paidan alta
Mul on tilanteessa aina valta
Katseet ja kommentoijat kauhistelee: ei noin!
Miehenä olisin jo kadehdittu playboy

Kun joku kaunis päivä luoksesi saavun
Ei auta vaikka pukis nunnakaavun
Tai vuoksein itkis koko Argentiina
Jos on elänyt kuin Cicciolina
Nautinnon puolesta päähän nostan seppeleen
Ja halutessani meet mun eessä polvilleen
Maailman nähdä voi niin kauniina
Jos on elänyt kuin Cicciolina"
Finland,Europe,46,Naamat,HesaÄijä,Naamat,0,3:04,0.808,
Finland,Europe,47,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52,0.808,
Finland,Europe,48,Physical,Dua Lipa,Future Nostalgia,0,3:13,0.808,
Finland,Europe,49,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19,0.808,
Finland,Europe,50,Haituvat,"Jukka Poika, Janna",Haituvat,0,3:08,0.808,"Nään sun silmistä et väsyttää
Kaikki meni eikä riittänytkään
Nyt sä tarvitset ystävää
Kipeämmin kuin milloinkaan
Ollaan oltu vain unisamme
Hullut vuodet vei huomiomme
Onpa hyvä nähä, jäädään vielä tähän
Ei oo kiire mihinkään
Muista miten me naurettiin
Ja miten ovet ne aukes niin
Kun vaan koputettiin
Niin kuin nousevat taivaan tuuliin haituvat
Huolet nää myös haihtuvat jokainen ajallaan
Jälleen kukkivat poppelit ja voikukat
Lämpö hellii toipuvaa ja taas toivoa saa
Sade piiskaa viidettä päivää
Kadut tyhjii ja tulevaan ei nää
Mennään kävelylle koirinemme
Nojataan tuuleen ja toisiimme
Muista että se on meistä kii
Pian säät on taas suotuisii
Vielä riittää unelmii
Niin kuin nousevat taivaan tuuliin haituvat
Huolet nää myös haihtuvat jokainen ajallaan
Jälleen kukkivat poppelit ja voikukat
Lämpö hellii toipuvaa ja taas toivoa saa
En osaa haavoja parantaa
En edes itseeni selittää
Mut luotan pieniin ilon pilkahduksiin
Niin kuin nousevat taivaan tuuliin haituvat
Huolet nää myös haihtuvat jokainen ajallaan
Jälleen kukkivat poppelit ja voikukat
Lämpö hellii toipuvaa ja taas toivoa saa"
France,Europe,1,Angela,Hatik,Chaise pliante,1,3:56,0.798,"Eh, ton visage me dit quelque chose, j't'ai d'jà croisé dans la ville
J'veux pas t'mentir, j'ai pas maté tes shoes
T'es la plus fraîche si tu veux mon avis
Vas-y, prends mon tél', quand tu veux, t'appelles
J'serais à l'hôtel dans un nuage de fumée
J'te vois derrière les vitres teintées
Ce soir j'vais quitter l'rrain-te

Regarde-moi dans les yeux, et j'deviens amnésique
J'crois qu'ton corps me rappelle des souvenirs d'Amérique
Bébé, là, j'ai envie d'faire le dingue
Fais-moi oublier le binks
Bébé, là, j'ai envie d'faire le dingue
Fais-moi oublier le binks

Angela, appelle-moi ce soir
Et j'démarre de la zone
Angela, appelle-moi ce soir
Et j'démarre de la zone

Bébé, dis-moi c'que tu veux faire, dans quel resto tu veux manger
Est-ce que ça t'dérange si j'conduis vite ou est-c'que t'aimes le danger ?
N'aie pas peur, nan, nan, j'ai pas d'cœur, ouais
Mais j'prendrais soin de toi comme la recette d'un braqueur, ouais, ouais
Hatik yo, pas homme de zouk mais homme de sous
J'fais des tonnes de billets, viens m'en prendre un petit peu
Tu vois l'porche ? J'suis en-dessous, j'suis dans le zoo
Mais t'es la seule que j'laisserais me descendre à petit feu

Angela, appelle-moi ce soir et j'démarre de la zone
Angela, appelle-moi ce soir et j'démarre de la zone
Angela, appelle-moi ce soir et j'démarre de la zone
Angela, appelle-moi ce soir et j'démarre de la zone

Regarde-moi dans les yeux, j'deviens amnésique
J'crois qu'ton corps me rappelle des souvenirs d'Amérique
Bébé, là, j'ai envie d'faire le dingue, fais-moi oublier le binks
Bébé, là, j'ai envie d'faire le dingue, fais-moi oublier le binks

Angela, appelle-moi ce soir et j'démarre de la zone
Angela, appelle-moi ce soir et j'démarre de la zone"
France,Europe,2,JAUNÉ,"Booba, Zed",JAUNÉ,1,3:35,0.798,"Ouais, ouais, ouais, ouais
Ouais

Gros joint d'ne-jau dans la suite, l'alarme s'est déclenchée
Mon salut jamais dans la fuite, avant d'm'éteindre, faut m'débrancher
J'aime le parfum qu'elle met tout l'temps, j'aime bien son déhanché
J'vais créer une appli' pour la niquer, j'vais l'auto-financer
Gros joint d'ne-jau dans la suite, l'alarme s'est déclenchée
Mon salut jamais dans la fuite, avant d'm'éteindre, faut m'débrancher
J'aime le parfum qu'elle met tout l'temps, j'aime bien son déhanché
J'vais créer une appli' pour la niquer, j'vais l'auto-financer

Je vais arrêter de jaqueter (soixante), un, deux, trois, partez
Y a des poucaves dans l'appart', on va devoir les attacher, les tarter (hey)
Les mecs du PU sont de sortie (hey), fallait pas nous laisser sortir
Ça sent la H et la beuh, ça vient du S et du E, bâtiment 4 et le 2
Ah, balaise, le négro est balaise, la me-ar est balaise, le chargeur est balaise
Le renoi est mauvais, le rebeu est mauvais, la bagarre en challenge
La bonbonne est dée-blin, le gérant est dé-blin, le produit n'est pas lég'
Juste un faux pas et j'te fais l'théorème de Thalès (brr), j'te fais la marque sur le visage (bang)
Les mecs d'la cité n'oublient pas (nan), la vie de Boyka, de Zidane
On va t'auto-financer mais jamais t'fiancer, moi, sans bâton dans les roues, j'n'arrive plus à avancer

Gros joint d'ne-jau dans la suite, l'alarme s'est déclenchée
Mon salut jamais dans la fuite, avant d'm'éteindre, faut m'débrancher
J'aime le parfum qu'elle met tout l'temps, j'aime bien son déhanché
J'vais créer une appli' pour la niquer, j'vais l'auto-financer
Gros joint d'ne-jau dans la suite, l'alarme s'est déclenchée
Mon salut jamais dans la fuite, avant d'm'éteindre, faut m'débrancher
J'aime le parfum qu'elle met tout l'temps, j'aime bien son déhanché
J'vais créer une appli' pour la niquer, j'vais l'auto-financer

J'aime le parfum qu'elle met tout l'temps donc j'lui mets ça mais j'l'embrasse pas
Si tu fais trop d'boucan : ""brr, ra-ta-ta"", on n'en parle pas
Elle a un doigt dans l'cul, le film a à peine commencé
Ici, tout est vrai, ma gueule, c'est juste un peu romancé
J'suis confiné comme à Nanterre, comme à ry-Fleu, comme un tit-pe
Ils m'ont sauté mon IG, zebi, y a l'oiseau bleu
J'avais cinq millions d'followers, c'était ma vie d'avant
Toi, t'es célibataire, j'suis single de diamant

J'fais des p'tits pas, j'fais des p'tits pas, petit à p'tit, j'investis
Mon avocat porte la kippa, deux heures d'garde à v' et je signe
C'que tu n'dis pas, ne m'le dis pas, t'as cru qu'j'étais imbécile
Tu parles sur moi dès qu'je ti-par, gros, j'vais t'mettre des penaltys
Tout l'monde sait que le chemin est long (sait que le chemin est long)
Tranquille, vu que le bras, il est long (tranquille vu que le bras, il est long)
Tout l'monde sait que le DJ est bon (hey, sale)
Parle pas chinois comme Kim Jong-un (
Kim Jong, Kim Jong, Kim Jong-un
), binks

Gros joint d'ne-jau dans la suite, l'alarme s'est déclenchée
Mon salut jamais dans la fuite, avant d'm'éteindre, faut m'débrancher
J'aime le parfum qu'elle met tout l'temps, j'aime bien son déhanché
J'vais créer une appli' pour la niquer, j'vais l'auto-financer
Gros joint d'ne-jau dans la suite, l'alarme s'est déclenchée
Mon salut jamais dans la fuite, avant d'm'éteindre, faut m'débrancher
J'aime le parfum qu'elle met tout l'temps, j'aime bien son déhanché
J'vais créer une appli' pour la niquer, j'vais l'auto-financer

L'alarme s'est déclenchée
Avant d'm'éteindre, faut m'débrancher
J'aime le parfum qu'elle met tout l'temps
Oh, oh"
